,text_token,toxic,severe_toxic,obscene,threat,insult,identity_hate
7575,ชื่อแอคเบ้อเร่อสาเหตุการตายkickit,0,0,0,0,0,0
8549,ก็รู้สึกโชคดีเหมือนกันที่มีพี่กากแบบมันอ่ะอุแงงหมาน้อยของพี่พู่ตลอดไป,0,0,0,0,1,0
5063,คลิปโป๊ไทยน้องเก้าขย่มควยผัววัยรุ่นไทยน่ารักนมใหญ่หีหมอยดกดำ,0,0,1,0,0,0
1353,ฉลองยอดผู้ติดตามคนเงี่ยนสะสมค้าบวันนี้ทั้งวันพึ่งจะได้ชักเกย์เงี่ยนเกย์มัธยมเกย์มหาลัยเกย์รุกเกย์รับเกย์ควยมัธยมเงี่ยนควยเงี่ยน,0,0,1,0,0,0
7114,ร้ายมากนังอรปรียาแสดงเก่งให้ลูกเกลียดพ่อไปอีกสุดจริงน่าตบมากกกกกบ่วงวิมาลาep,0,0,0,0,0,0
9946,น่าเกลียดน่าชังน่าหยิกน่าหยอกน่ารักน่าเอ็นดูไปหม๊ดดดดดดดดอยากตีสักทีหมั่นเขี้ยวโว้ยยยยยยยsharemyaponnatttawinapocolleagues,0,0,0,0,0,0
8662,เชั่ยเีนกรกากโม้เม้น,0,0,0,0,0,0
2703,สถิติดาราจักรรักลานาใจดั่งห้วงสมุทรลิขิตจันทราสคvlinkagedatawinmaoyanยอดวิวพันล้านตัวละครvlinkageหลิงฮั่วปู้อี๋อู๋เหล่ยwuleiเฉิงเซ่าซางจ้าวลู่ซือzhaolusi,0,0,0,0,0,0
3330,ใครกำลังมองหางานทำอยู่ใช่ไหมคะรายได้ขั้นต่ำเงินเข้าธนาคารโดยตรงงานถูกกฎหมายไม่จำกัดอายุทำได้ตลอดชมสนใจรีเดมมานะคะโป๊ปไอซ์พรีมายาโหนกระแสงานออนไลน์หางานออนไลน์ฟรีหาเงินเข้าบัญชีนักเรียนนักศึกษารายได้เสริมปาทูรีทวิต,0,0,0,0,0,0
8053,แจกจริงแจกฟรีเล่นถึงถอนได้แจกจริงแจกฟรีเล่นถึงถอนได้เล่นได้เฉพาะสล็อตกับยิงปลาห้ามซื้อฟรีสปินเครดิตฟรีเครดิตฟรีไม่ต้องฝากเครดิตฟรีไม่ต้องฝากต้องแชร์เครดิตฟรีล่าสุด,0,0,0,0,0,0
3584,อุ๊ยยยgoogletranslateเป็นชิปเปอร์ก็ไม่บอกไบเบิ้ลบิว,0,0,0,0,0,0
9610,ตอแหลมากพออยู่บางแคไม่นัด,0,0,0,0,1,0
5645,คลิปหลุดไทยสาวขาวอวบเย็ดกับผัวในห้องน้ำผลัดกันโม๊กควยเลียหีก่อนโดนยืนเย็ดกระกระจกกั้นเด้ากันขยำนมอ้าหีซอยมิดลำเย็ดจนใกล้เสร็จชักว่าวแตกใส่นม,0,0,1,0,0,0
3376,เป็นห่วงพยานเอาเสียงมาเปิดอย่างนี้เขาจะซวยไหมครับโหนกระแส,0,0,0,0,0,0
1256,ใครจะไปรู้ว่าชีแป้งจะพาไอ้อ้วนเดินไปตรงนั้น,0,0,0,0,0,1
6190,ใครฆ่าเพื่อนกูปะทักก็ไม่ตอบโทรก็ไม่รับ,0,0,0,0,0,0
9442,ทำไมผู้ใหญ่ชอบคิดว่าโรคซึมเศร้าเป็นโรคโกหกตอแหลมารยาทสาไถทำไมไมาคิดว่ากำลังรักษาตัวเองก่อน,1,0,0,0,0,0
5348,ไอ้ควยผู้จัดคอนเสิร์ตผู้จัดอีเว้นท์ทั้งหลายมึงมาเรียนอีเว้นท์มอกรุงเทพเหอะจะได้เลิกโง่,1,1,0,0,1,0
4175,บางบ่อใครชอบให่ดูดควยบ้างนัดได้นะ,0,0,1,0,0,0
4910,ขายรูปหีค่ะมึงกล้าซื้อไหมรูปอ่ะขอดูฟรีจังเลยไอพวกกวนตีนเนี่ยอยากดูไปดูในแอคล็อคค่ะมาขอดูฟรีพ่อง,0,0,1,0,0,0
1852,ขอเชิญธงคู่ขึ้นสู่ยอดเสาชนะเริ่ดดดดดดคุยแซ่บโชว์xนุ๊กปาย,0,0,0,0,0,0
6316,ชีวะฆ่าฉัน,0,0,0,0,0,0
10028,อิพี่พร้อมก็น่าหมันไส้ปกตลกนะปากบอกเกลียดน้องไม่ชอบขิมแต่ตอนกล้ามาบุกที่บ้านก็หวงน้องจนไปทำร้ายพระเอกถ้าทรงศีลไม่สอนให้เด็กแข่งกันแต่แรกก็คงรักกันดีอยู่หรอกนี่อะไรพูดกดให้เด็กเกลียดกันคือเธอep,0,0,0,0,0,0
2105,ชอบอีกประโยคหนึ่งนะปายเป็นเสือชอบผู้หญิงและนุ๊กก็คือผู้หญิงคนหนึ่ง️️️️โอเครู้เรื่องคุยแซ่บโชว์xนุ๊กปาย,0,0,0,0,0,0
133,พรุ่งนี้เพลงafterlikeน้องไอบึยังไงก็น่าจะปังแค่ในทีเซอร์ใช้samplingเดียวกับiwillsurvicemusicloverนี่กะเทยก็กรี๊ดละมาแน่,0,0,0,0,0,0
5029,ขาวและโคกหีใหญ่แบบนี้นะจะรอช้าทำมัยล้า,0,0,1,0,0,0
928,อ้วน,0,0,0,0,0,1
823,xrอ้วนเป็นไร,0,0,0,0,0,0
7576,พี่มายสร้างเรื่องสร้างเรื่องจับมือน้อนเหมียวตายอย่างสงบศพสีชมพูkisfargerxmileapoมายโปmilephakphumnnattawinmileapo,0,0,0,0,0,0
1531,คิวยังว่างนะครับชายแท้รับงานชมชมรับนัดสาวญแท้ทอมทรานส์เกย์รับช่วยคู่สามีภรรยาไม่จำกัดอายุและหุ่นนะครับพิกัดรังสิตลำลกกาลาดสวายนวนครคลองดอนเมืองสะพานใหม่สายไหมรับนัดถึงนวมินทร์รามคำแหงรามอินทราลาดพร้าวเสรีไทยรับนัดถึง,0,0,1,0,0,0
1214,ง่ะอ้วนนนรักอ้วนเหมือนเดิมคับ,0,0,0,0,0,0
504,อามี่บางคนเป็นอะไรอะยินดีกับสาวไม่ได้เลยหรอใจแคบมากกูกับเพื่อนอาที่ยังไม่เคยตีกันเรื่องปัญญาอ่อนแบบนี้สักครั้ง,1,0,0,0,0,0
6530,เราชอบตอนที่ร็อกซี่ปลอบรูดี้เรื่องการฆ่าคนนะร็อกซี่ดูใส่ใจในความรู้สึกระวังคำพูดพึ่งพาได้มาก,0,0,0,0,0,0
3072,ยิ่งดูยิ่งอนาถกับประเทศไทยแล้วกู้ไม่กลับท้อโหนกระแส,0,0,0,0,0,0
9576,ตอนฝึกงานคือพูดสั้นแค่ว่าไม่กินหมูแต่บางมื้อเราก้สั่งหมูเอาจิงอาจจะโดนนินทาว่าตอแหลไปแล้วมั้งแค่คือกินได้บางอย่างจริง,0,0,0,0,0,0
9086,เมื่อวานกำลังข้ามทางม้าลายหน้าคอนโดรถทุกคันจอดมีมอเตอร์ไซค์ขับแซงขวามาเฉี่ยวมือผมจนตัวผมเซล้มแล้วแมร่งหันกลับมาด่าด้วยว่าไอ้เหี้ยและจนถึงบัดนี้กุยังจำหน้ามึงได้อยู่วันนี้กุจะไปทำบุญกับศพไร้ญาติอุทิศส่วนบุญให้มึงไอ้ควาย,1,0,0,0,0,0
8647,ทรูเน็ตกาก,0,0,0,0,1,0
6619,ตอนดูgotแรกเชียร์housetargaryenหลังเชียร์housestarkมากกว่าเป็นบ้านที่ทรหดที่สุดแล้วมั้งเดี๋ยวเจอนู่นเจอนี่โดนฆ่ายกตระกูลงี้กว่าจะได้กลับwinterfellสงสารคนดู,0,0,0,0,0,0
9273,mfpmfpเขาก็ชัดเจนงัยว่าเอากติกาเขาเขาไม่ตอแหลว่าจะเอางัยและไปโหวตนะพอจับได้ก็ไปว่าจะเอาของตัวเองที่ดีสุดถุ้ย,0,0,0,0,0,0
3709,อยู่ดีก้พูดถึงโชว์รูมรถควยกุไม่รู้เรื่องพี่ส่งหนูให้ถึงก่อน,1,0,0,0,0,0
9751,เกลียดงานแทรกอะไม่ชอบไม่ชอบมากมาก,0,0,0,0,0,0
4849,โดยปกติไม่ใช่คนหยาบคายไม่ชอบใช้ความรุนแรงไม่ชอบที่สุดคือการดูถูกเหยียดหยามกันแต่ถ้าผชคนไหนหน้าไหนมาด่าเราแบบหยาบคายโดยที่เราไม่ได้ทำอะไรให้ถ้าคิดจะมาด่าเราแบบนั้นอย่าหาทำเพราะใจมึงมันเท่าหีมดขอโทษที่หยาบคายไม่น่ารัก,1,0,0,0,0,0
4748,กุรำคานคนไข้อยากด้าแบบเปิงไปข้างอิชิบหายมาอนามัยไม่เคยมีเอกสารหีแตดไรมาเลยเอาแต่พูดมารักษาประจำกุจะไปรู้กะมึงป่ะเป้นที่อื่นไม่ใจดีให้ยาแบบกุหรอกอิเหี้ยกะอีแค่พกบัตรมันลำบากควยไรนัก,1,0,0,0,0,0
4268,เคเข้าทางค่าชานมไข่มุกนี่แหละคือคำตอบjeffxochasan,0,0,0,0,0,0
10053,เกลียดขึ้นทุกวันไม่น่าเชื่อว่าเราเคยเลือกพรรคไม่มีกระดูกสันหลังอย่างนี้ทำตัวเป็นอีตัวอิจฉามาตลอด,0,0,0,0,1,0
8905,อีลุงแท็กเดี๋ยวมึงจะโดนอีควาย,1,0,0,1,0,0
4186,เหล้ามิกนมเมจิกลิ่นซากุระหอมใช่ไหมคะ,0,0,0,0,0,0
5301,ห่าเอ้ยให้กุตายยังง่ายกว่าทำจ้อสอบจริงที่อ่านไปไม่ออกสักข้อหัวควย,1,0,0,0,0,0
2923,ไม่เข้าใจคนว่าคนด่าดิวอริสราเลยเค้าเป็นไรกันอะถ้าไม่โอเคก็เงียบไปเนอะเอาจริงข่าวก็นะ,0,0,0,0,0,0
6588,ฆ่าได้ฆ่านะคะ,0,0,0,1,0,0
1810,อ้วนกลมอยู่ในอุดมคติใครได้บ้างอิงล็อตคุยแซ่บโชว์xนุ๊กปายlisaไลฟ์นี้ไบเบิ้ลใช้แป้งชู,0,0,0,0,0,0
3486,ขนาดกูเกิ้ลยังชิปไบเบิ้ลบิวแล้วคุเป็นใครคะจะไม่ชิปไบเบิ้ลบิว,0,0,0,0,0,0
7419,แสบหีตายแถมล้างทรายไม่หมดอีก,0,0,1,0,0,0
3141,อย่าดูถูกอิทธิพลท้องถิ่นนะดูเคสก่อนแค่อดีตผู้ใหญ่บ้านยังกร่างชิบหายนี่ดูอีผัวใหม่มีทั้งอิทธิพลทั้งเงินด้วยเด็กมันถึงไม่กล้าหือโหนกระแสเมียน้อยสว,0,0,0,0,0,0
9347,ด่าซะขนาดนั้นแล้วมาขอโทษทีหลังโถอีแต๋วอีตอแหล,1,0,0,0,1,1
1324,เช้าตื่นมาก็จะประมานี้อิอิเพชรบุรีนัดเย็ดเพชรบุรีชายแท้ชอบสาวสองอยากลองชายแท้รับงานความลับแอบแซ่บรุกรับสวิงหมู่สายไฮสายดีดสายควันหญิงเกย์ทอมfwbยสตนชักว่าวมิตรภาพชายเดี่ยวเงี่ยนควยแข็ง,0,0,0,0,0,0
4312,จริงชั้นก็ชอบนะชอบตามดูลูกดาราไปกดไลก์ใดเอยแต่นั่นแหละทุกอย่างอยู่ในดุลยพินิจของผู้ปกครองเราคนนอกไปบอกเขาไม่ได้ว่าอะไรดีไม่ดีและชั้นก็เข้าใจว่าสำหรับดาราการรับงานพรีเซนเตอร์ใดเอยมันก็อาจจะเป็นค่าเทอมค่านมน้องได้,0,0,0,0,0,0
7494,อยากบอกว่ารักพ่อมากไม่เคยบอกพ่อเลยก่อนพ่อจะตายนี่ก็ได้ยินมาเยอะนะว่าให้บอกรักพ่อรักแม่ก่อนที่พวกเค้าจะไม่อยู่ให้บอกอืมมมจริงรู้งี้น่าจะบอกพ่อว่ารักพ่อแค่ไหนคิดถึงตอนที่พ่อมาบอกรักหนูกับน้องก่อนนอนมากคิดถึงพ่อที่สุดเหนื่อยกับชีวิตในอนาคตมากถ้าพ่ออยู่ด้วยคงดี,0,0,0,0,0,0
8702,กูด่ากับอีเพ็ญศรีอยู่คนไม่ได้ประกาศให้มึงรู้เลยจ้ามึงมาเสือกกูแต่แรกเองอีควายแล้วกูก็ชิปจากโมเม้นจริงมึงอ่ะมาเสือกเหี้ยอะไร,1,0,0,0,0,0
8691,อีควายฟิตเนสวันเว้นวันยังไงเมื่อวานก็มาวันนี้ก็มา,1,0,0,0,0,0
9673,ประโยคตอแหล,0,0,0,0,1,0
9580,ไปรอกี่คนแล้วมโนว่าคนรุ่นใหม่ชอบพรรคแม้วคนรุ่นใหม่ที่ว่าไม่ได้สนใจการเมืองนักข่าวว๊อยเองเป็นคนถามเองต้องไปด่านักข่าวว๊อยสิไม่รู้พรรคแม้วตอแหลไม่จริงใจหลอกให้ไปตายถึงเวลาหลอกใช้อีกแล้วไม่ชั่วจริงทำไม่ได้หรอกคนชั่วก็ต้องอยู่กับชั่วแหละเห็นสันดานแม้วขนาดนี้แล้วยังบูชาอีก,1,0,0,0,1,0
5541,หนังโป๊ครอบครัวพี่ชายชอบเย็ดหีน้องสาวแอลลี่เทตน้องสาวสุดเอ็กโดนเย็ดเกือบทุกวันลักหลับจับควยยัดปากให้ตื่นมาโมกควยเสียบควยเย็ดหีเด้ากันในบ้านตอนอยู่สองต่อสองได้เสียกันบ่อย,0,0,1,0,0,0
6172,นี่ถ้าเขาบอกว่าผู้ชายไทยเย็ดเก่งนี่จะเป็นซอฟพาวเวอร์ไหมอ่ะ,0,0,1,0,0,0
1540,ไวอาก้าหมาป่าแดงแผงแผงปลายทางเพิ่มอึดทนนานแข็งตัวดีเบิ้ลรอบสบายหลายคนลองแล้วติดใจนัดเย็ดนัดเย็ดกรุงเทพเงี่ยนเงี่ยนหีแฉะเงี่ยนควยเกย์เกย์มัธยมเกย์เงี่ยนเกย์รับเกย์รุกสาวสองมีงูสาวอวบสาวเสียบสาวอ้วนขี้เงี่ยนเย็ดสวิงกิ้ง,0,0,1,0,0,0
9409,เวลาเลิกกับคนเหี้ยที่เจ้าชู้คบซ้อนโกหกตอแหลแล้วเห็นว่าเค้าไปคบใครต่อก็ได้แต่สงสารคนใหม่นั้นสู้นะชีวิตเธอต้องเจอผชที่ดีกว่านี้ออกมาเถอะคนเห็นแก่ตัวแบบนั้นคบไปก็ไม่มีอนาค,0,0,0,0,0,0
2681,ทั่นแม่ทัพเซ่ดอยากหลับตาอยู่อย่างนั้นทำอยู่อย่างนั้นดาราจักรรักลานาใจดั่งห้วงสมุทรลิขิตจันทรา,0,0,0,0,0,0
10057,แต่พอเราโตขึ้นลิ้นเรามันเปลี่ยนไปจริงนะตลอดชีวิตเป็นเด็กเกลียดผักมาตลอดกินได้แค่พวกผักนิ่มไม่มีรสชาติพวกฟักแฟงผักกาดต้มงี้นอกนั้นคือไม่กินจริงแต่ปัจจุบันเริ่มกินก้านคะน้าข้าวโพดอ่อนแครอทกะหล่ำดอกได้รู้สึกว่ามันก็อร่อยดีเดาว่าเรื่องต่อมรับรสอะไรงี้ป่าวนะก็เดาไปนะ,0,0,0,0,0,0
6313,ฝันร้ายมากฝันว่าไปฆ่าคนตายวดฟชีวิตจริงกุไม่กล้านะ,0,0,0,0,0,0
1191,ไหนวันนี้เด็กคนนี้นอนอะยางงงงมีคนคิดถึงตาต้าทุกวันเลยรู้มั้ยเนี่ยเจ๋งอะน้าคิดถึงตาต้าสุดขอให้คืนนี้เป็นคืนที่ดีของตาต้านะครับขอให้หลับสนิทถ้าฝันก็ขอให้ฝันดีตื่นเช้ามาได้กินของอร่อยนะอ้วนเห้อรักหนูสุดเลยตาต้าเป็นลูกพี่เจ๋งมั้ยnannakun,0,0,0,0,0,0
5293,มีแต่ควยกะไข่จะเอาอะไรไปสู้,0,0,1,0,0,0
1542,รับสมัครหมอชายนวดรายได้ดีร้านสบายนวดเพื่อสุขภาพรับสมัครหมอนวดชายมีที่พักให้ค่ะร้านอยู่ใกล้สนามไอโมบายฐานลคเกย์เยอะการันตีรายได้ดีทิปดีนวดไม่เป็นมีสอนฟรีค่ะรับทั้งพาสทามและประจำเรียนหรือทำงานอยู่ก็สามารถทำได้ค่ะสอบถามเพิ่มเติมหรือแอดไลน์สอบถามได้ค่ะ,0,0,0,0,0,0
7056,ตอนแรกนึกว่าตบหลอกดูเบื้องหลังตบจริงเสียงในฟิล์มชัดเจนต้องรออีกฉากคับที่วิมาโรงพยาบาลกับอิทธิฤทธิ์แล้วกันย์มาเจอพี่มิกค์หน้าขึ้นรอยแดงเลยบ่วงวิมาลาep,0,0,0,0,0,0
2539,แล้วน้องคนนี้ไม่เคยจะหยุดหล่ออู๋เหล่ยของพี่lovelikethegalaxyดาราจักรรักลานาใจดั่งห้วงสมุทรลิขิตจันทรา吴磊wulei,0,0,0,0,0,0
953,ทำแต่งานไม่ค่อยได้ออกกำลังกายรู้สึกว่าตัวเองเริ่มอ้วนละ,0,0,0,0,0,0
7241,ข้าตะกอนนนนมิวมิวจะข้าหม่าม๊าคนนี้ให้ตายวันล่ะหลายรอบเลยนะยูกกยังอยสกเป็นแม่อยู่ไหวชีวิตหม่าม๊าาด้วยด้ายม่ายยcandymewfirstloveandflowerforeverloveมิวศุภศิษฏ์mewsuppasit,0,0,0,0,0,0
6731,น้องโดนพี่ดุคือน้องนิวลืมตบมือพี่เตเลยบอกให้ตบมือน้องนิวก็ตบขึ้นมาพี่เลยเอามือห้ามบอกไม่ใช่ตอนนี้น้องพูดว่าผิดจังหวะแล้วน้องนิวหน้าดื้อมากกอะอ้ยยอัยเด่กไมโลรวมด้อมตะลุยด่านliveเตนิว,0,0,0,0,0,0
4846,เงียนอยากดูหีเด็ก,0,0,1,0,0,0
6801,คนไทยทำไมเน้นเบลมเหยื่อไม่เข้าใจอะหลายเคสเลยทั้งครูตบหน้าเด็กในเม้นโทษแม่โทษเด็กเจ้าของร้านตัดผมแทงคนคนในเม้นบอกลูกค้าเรื่องมากอีดอกท้อนะ,0,0,0,0,0,0
8010,ยังเหลือเทปที่โอมยิงธนูอีกงานเอ้อเร็วนี้น่าจะได้เห็นบ้านหลังโต,0,0,0,0,0,0
4330,นมน่าบีบจัง,0,0,1,0,0,0
8924,ควยไอ้ควาย,1,0,0,0,0,0
5334,ก็โดนจับควยขนาดนั้นจะไม่เงี่ยนได้ไง,0,0,1,0,0,0
7330,อ้ายอีหน้าไหนก็อยากให้กูตายทั้งนั้นแลไม่เว้นแม้แต่มึง,0,0,0,0,0,0
9348,ถ้าไม่รักพวกมันก็ปล่อยมันไปเถอะสนใจแค่คนของตัวเองพอด่าค่ายที่แปลว่าด่าค่ายจริงไม่ต้องจั่วหัวด้วยรักทั้งแต่แอบแซะแอบด่านสจมันตอแหลอะเข้าใจมั้ย,1,0,0,0,0,0
4729,คลิปหลุดหีสวยสาวสิงค์โปรงานพรีเมียมหีชมพูเนียนไร้ขนนอนแหกหีช่วยตัวเอง,0,0,1,0,0,0
6541,"""อันเด๊ดเหมือนแอปเปิ้ลที่โดนยาฆ่าแมลงเลยนะส่วนหลอดแอปเปิ้ลฉีดแวกซ์""",0,0,0,0,0,0
5305,อยากอมควยเด็กมัธยมนัดเย็ดนัดเย็ดปทุมนัดเย็ดรังสิตfwbรังสิตควยมัธยมเงี่ยนควยคุยเสี่ยว,0,0,1,0,0,0
5161,ดีครับเยสจนหีไหม้เลยเจ้ลองดู,0,0,1,0,0,0
7860,อีพีนี้น่าดูมากอยากลองยิงธนูมานานและtheadventureplusep,0,0,0,0,0,0
2156,เรายังเป็นคนที่ถือบัตรคิวอยุ่นะปายสู้ชีวิตดีเราชอบคุยแซ่บโชว์xนุ๊กปาย,0,0,0,0,0,0
1062,เคยมีช่วงที่ใันกวนตอนเช้าหลายวันดุจนไม่รู้จะดุยังไงละก็เลยบอกว่าอย่ากวนได้มั้ยขอนอนเหนื่อยมากบอกให้มันไปกินข้าวแล้วก็ไปนอนแล้วมันไปกินข้าวแล้วก็นอนจริงแล้ววันต่อมามันก็ไม่กวนอีกเลยแงไอ้อ้วน,0,0,0,0,0,0
1167,ร่วมห้องสนใจมาจ้าสาวอ้วนสเปคใคร,0,0,0,0,0,0
3636,หายเร็วนะคนดีแงงไบเบิ้ลบิว,0,0,0,0,0,0
7651,ตายดีกว่า,0,0,0,0,0,0
5588,หนังโป๊ไทยเสียงไทยเต็มเรื่องอังกอร์เวอร์ชั่นไทยกำลังกลายร่างเป็นเสือเจอท่อนควยหายเลยที่เดียว,0,0,1,0,0,0
7192,ก็ขอย้ำอีกครั้งนะว่าถ้าพูดถึงซรของจออญปคือถิ่นคั่นกูไปถึงถิ่นเค้าแล้วแค่ถ่ายรูปคู่ให้เค้าหน่อยมันจะตายไหมเจมคั่นกูสร้างเงินให้ตั้งเท่าไรไม่คิดตอบแทนfcหน่อยเหรอวันนี้ว่าจะไม่ด่าแล้วนะเพราะเมื่อวานก็ใช้เอนเนอร์จี้ด่าของทั้งปีมาใช้ล่ะความเี้ยของเจมจะไปจบที่ตรงไหนค๊า,0,0,0,0,0,0
4491,มีนมมีสะโพกแต่มีเอวน่าอ้ะ,0,0,0,0,0,0
7266,เกิดเจ็บตาย,0,0,0,0,0,0
4980,หีหลอกต้องโดนเลียหีครับ,0,0,1,0,0,0
8335,ใช่ไม่หมาเลยมุงภูวดลคนกากหายไปเลย,0,0,0,0,1,0
10127,เกลียดการแอพพรูฟอะ,0,0,0,0,0,0
4946,หีสวย,0,0,1,0,0,0
2782,ก็ดิวอริสรากะปปเคยมีคดีแซะกันอยู่นิงานนี้ไม่ทีมใครไม่อวดลูกก็ดีจะอวดลูกก็ช่างลูกเค้าเงินเค้า,0,0,0,0,0,0
717,จิงจ้าพี่เต้บกุโดนด่าด้วยตอนถ่ายรุปรวมแล้วเฟรมเดียวตรงพี่แจมินมันว่าพี่เต้บว่าพิกมีเกิลพิกมีเกิลพ่อแม่ญาติโหติกามึงจ้าอีลูกหน่อแตดปัญญาอ่อนมากอีบางตัว,1,0,0,0,0,0
2502,ย้อนกลับมาดูอีกรอบก้อยังใจเจ็บทุกรอบน่ารักสดใสแบบบเข้าใจนะว่าเป็นคนที่มีปมเรื่องความรักน้อนไม่เข้าใจความรักส่วนก้อชัดเจนตรงไปตรงมาออกแนวทุ่มเทมีให้ทุ่มหมดหน้าตักให้คนเดียวดาราจักรรักลำนำใจดั่งห้วงสมุทรลิขิตจันทราlovelikethegalaxy,0,0,0,0,0,0
4360,ชอบที่พี่คิมสามารถพูดหรือบอกความรู้สึกที่ตัวเองอยากรู้หรือสงสัยกับซันได้อย่างสนิทใจแถมยังชวนเขาออกไปเดินเล่นทานขนมปังนมสดอีกใครจะคิดว่านายผีดิบจะมีอารมย์นี้กับคนอื่นเขาด้วยเหมือนกันloveatep,0,0,0,0,0,0
4171,ควยไรโง่,0,0,1,0,0,0
8082,mpcไม่ได้ยิงปืนมาสักพักหมายถึงปืนจริงแต่แค่ปืนของเล่นคงไม่เท่าไหร่หรอกอืมเขาเดินเข้าไปที่ซุ้มจ่ายเงินก่อนจะได้กระสุนมาทั้งหมดสามอันพลันหยิบปืนขึ้นมาเล็งมันขึ้นไปตรงที่ตุ๊กตาอันเล็กที่เป็นตัวแทนของยูนิคอร์น,0,0,0,0,0,0
9933,tuckkeเค้ามองว่าคนนั้นเป็นคนหรือเปล่าเกลียดมัน,0,0,0,0,0,0
395,nightเลิกปัญญาอ่อนได้ยัง,1,0,0,0,0,0
7186,พรี่จ้านหล่อมากกูจะตายแล้ววววเอื้อ,0,0,0,0,0,0
9996,เกลียดได้มุ้ย,0,0,0,0,0,0
4492,ตึกชมพูไม่ต้องสไลด์มาสอนอิบลิ้งหรอกค่ะดูจากสภาพศิลปินตัวเองก็ไม่น่าจะได้รางวัลอะไรเหมือนอิหัวนมลิซ่าอยู่แล้ว,0,0,0,0,0,0
1365,นานลงรูปทีสาธุงับอุดรอุดรธานีเกย์,0,0,0,0,0,0
9696,เกลียดออเคมแล้วเรียนเคมีโฮร,0,0,0,0,0,0
8787,ควายพอเถอะข้ออ้างเยอะเหลือเกิ้น,1,0,0,0,0,0
5917,เย็ดไปด้วยดูดปากไปด้วยนัวไปด้วยโคตรเสียวเลยว่ะไอ้เหี้ยเอ้ย,0,0,1,0,0,0
4968,รู้ละว่าทำไมไม่ชอบเปิดตัวกุก็เริ่มไม่ชอบตอนคนมาเสือกเสือกแบบนิ่งกุก็เครนะแต่เสือกแล้วก็มาเหยียดอีกเป็นไรอะขอโทษที่แฟนกุไม่ตรงบิ้วตี้สแตนหีควยถอกของมึงแต่เขาก็นรสำหรับกุอะ,1,0,1,0,0,0
2914,entเรื่องเล่าเช้านี้ดิวอริสราส่งน้องสาวนั่งbusinessไปซื้อนมผงให้ลูกชายที่สิงคโปร์ครอบครัวบันเทิงออนไลน์เรื่องเล่าเช้านี้chplusข่าวช่องดิวอริสรา,0,0,0,0,0,0
5644,หนังชวนเย็ดชวนสาวสวยนมโตชาติเยอรมันมาเสียวหัวควยดูดควยเย็ดร่องนมแหวกหีให้กระเด้าเย็ดยเสียวน้ำแตกแลกเงิน,0,0,1,0,0,0
3766,ควยโดนบังคับให้โหลดเกมนู้นเกมนี้มาเล่นไอเดนก็ไม่อยาดเล่นโครตเปลืองเมมอาวีก็ไม่อยากเล่นพอไม่โหลดก็งอนอีควายงี่เง่าโครตมันใช่เรื่องที่ต้องเอาแต่ใจป่ะโตละมสมองอย่างกับเด็กทารกอีโง่ไอแพดก็ไม่ใช่เมมจะเยอะกูจนอีสัสไม่มีปัญญาซื้อเยอะไว้เล่นกับมึงหรอกอีทุเรศ,1,0,0,0,1,0
3440,กำลังใจดีมาไวกว่าใครมีคนเดียวบบไบเบิ้ลบิว,0,0,0,0,0,0
7357,ป๊าเปิดหน้าผากบ่อยเราจะตายกันหม,0,0,0,0,0,0
6806,ฟอร์มทีมวันนี้ดีสำหรับแฟนบอลอย่างเราไม่ได้ดีมากแต่ดีอะเห็นmentalityในสนามวันนี้แล้วดีกว่านัดที่ผ่านมามากแต่ยังไม่ดีสำหรับเทนฮักแน่บอสหน้าเครียดมากกกกกกกยังไม่ถูกใจอีกหลายจุดแน่ค่อยปรับตบกันไปนะคะเราเชื่อมันในบอส,0,0,0,0,0,0
2143,อะไรคือออกจากห้องสอบมาแล้วเจอภาพนี้คุยแซ่บโชว์xนุ๊กปาย,0,0,0,0,0,0
5104,banหีบานดีจัง,0,0,1,0,0,0
5073,กระแทกหีสาวสวยขี้เงี่ยนท่าหมาฟินหนังอาร์เย็ดท่าหมา,0,0,1,0,0,0
1571,อยากมีแฟนจังงับเกย์เกย์รับ,0,0,0,0,0,0
4079,saccountistemporarilyunavailablebecauseitviolatesthetwittermediapolicylearnmore,0,0,0,0,0,0
1122,อยากกลับไปสมัครนกอ้วน,0,0,0,0,0,0
2786,ดูก็รู้เว้ยว่าตั้งใจแซะดูคริปแบบไม่เปิดไปอ่านเม้นยังรู้เลยว่าที่พูดอะต้องการจะแซะใครเปิดเม้นมาทุกคนคิดเห็นไปทางเดียวกันหมดซึ่งกุงงว่าแล้วอีกคนเขาผิดอะไรที่ให้privateลูกดิวอริสรา,0,0,0,0,0,0
2967,เมื่อประวิตรได้ขึ้นเป็นรักษาการนายกประวิตรโหนกระแสประยุทธ์ปี,0,0,0,0,0,0
2504,เปิดหารwetvvipexpressนะคะบาทค่ะสนใจเดมติดต่อมาเลยค้าบพร้อมส่ง‍ดาราจักรรักลานาใจดั่งห้วงสมุทรลิขิตจันทรา,0,0,0,0,0,0
5988,หาแกรปเย็ดมีมั้ยคะนัดเย็ดมขหลังมอ,0,0,1,0,0,0
8867,มึงก็ดูหาเงินจากลูกกูได้เยอะนะแต่ทรีตควาย,1,0,0,0,0,0
7164,เล่นละครตบตาชัวร์พี่ฮันจุนหรี่ตา,0,0,0,0,0,0
