Column1,comment_text,hashtag,toxic,severe_toxic,obscene,threat,insult,identity_hate,non_toxic
389,ถ้าเจอพี่จอห์นถอดเสื้อกุตายในคอน,,0,0,0,0,0,0,1
390,พี่อนยูคือหล่อตายไปเลยยยย,,0,0,0,0,0,0,1
391,@martae2922 ทุกวันนีก็ซ้อมอดตายอยู่,,0,0,0,0,0,0,1
392,คิดว่าเววี่น่าจะใกล้คัมแบคแล้วมีทัวคอน ยังไงก็ต้องมีคอนอ่ะ อีแก่พวกนั้นมันไม่โปรโมทแต่หาเงินเก่งจะตาย,,0,0,0,0,0,0,1
393,เอาเลอเริ่มเลอออให้ตายกุต้องได้บัตรรรรรรร #SMTOWNLIVE2022_BANGKOK,/SMTOWNLIVE2022_BANGKOK,0,0,0,0,0,0,1
394,ส่วนเราก็ฝังใจจนตาย,,0,0,0,0,0,0,1
395,กี้ดดดดดดดดดดดดดปังมากลูกแม่ สุดสุดตัวแม่โอ้ยแล้วชั้นจะอวยยังไง เขียนเรียงความ10หน้ากระดาษก็ไม่พอ อยากสร้างอนุสาวรีย์ไอบึว่ะเฮ้ยมันจะเกินปุยมุ้ย ไม่ไหวละตายดีกว่า แต่ก้ยังตายไม่ได้เพราเราต้องรอดูไอบึpakก่อนแต่ก้ไม่ไหวละ เบอ1เท่านั้นไม่อนุยาดให้ค้าน โอ้ยเริ่ดๆๆ ที่สุดในย่าน https://t.co/dX27mLwJTh,,0,0,0,0,0,0,1
396,กุอยากลาออก เพราะแลปเคมี กุจะบ้าตายแร้วค่าาาา หนีเคมีมาสาขาฟิสิกส์ยังจะเจอเคมีปกติกับแลปเคมีอีกนะ แต่มีฟิสิกส์อยู่ตัวเดียว กุงงมาก,,0,0,0,0,0,0,1
397,อยากตาย,,0,0,0,0,0,0,1
398,อยากตาย ปวดไหล่ ปวดตัว ปวดคอ ปวดหัว,,0,0,0,0,0,0,1
399,"ชื่อแอค : เบ้อเร่อ
สาเหตุการตาย : Kick it https://t.co/pDb6xyrs6A",,0,0,0,0,0,0,1
400,"พี่มายสร้างเรื่อง!!!!!
สร้างเรื่องจับมือน้อนเหมียว~
😺💞ตายอย่างสงบ..ศพสีชมพู~~~~~🥹💓
#KISFARGERxMileApo
#มายโป #MilePhakphum 
#Nnattawin #MileApo https://t.co/Pcbwk7afei",/KISFARGERxMileApo/มายโป/MilePhakphum/Nnattawin/MileApo,0,0,0,0,0,0,1
401,มะมี้ตายได้นะ แต่ยังไม่ตาย 😭,,0,0,0,0,0,0,1
402,"ตายละแบบนี้จะเป็นลม......หน้างานยังอยู่ดีกันหรือเปล่า

@MSuppasit 
#CandyMewFirstLoveandFlower https://t.co/QiGyQx3JIY",/CandyMewFirstLoveandFlower,0,0,0,0,0,0,1
403,ไม่เคยรู้สึกอยากตายจนวันนี้แหละ เบื่อชีวิต,,0,0,0,0,0,0,1
404,กูจะกระอักเลือดตายตอนเห็นบีไอใกล้แฟนคลับมากกูอิจฉาๆๆๆๆๆๆๆๆๆๆๆ,,0,0,0,0,0,0,1
405,แกรรรรร มิกกอดโอมหรอ แกกก ฉันตายได้นะ เมนฉันทั้งคู่,,0,0,0,0,0,0,1
406,@porlerth ตายละ แฟ้ก,,0,0,0,0,0,0,1
407,จิงนะ ถ้าฮาคุจะตายทำไมต้องสร้างคาฯ หล่อขนาดนั้น ฮือ เสียจุย กลับมาเกิดได้มั้ย😭,,0,0,0,0,0,0,1
408,@separeld อย่าพึ่งรีบตาย มาอยู่กับเค้าก่อน,,0,0,0,0,0,0,1
409,"ตายไปเลย ชัดแจ๋ว 🌼🐜🔥💚
#YUGYEOM1stLiveInBKK_D2
#YUGYEOM1stLiveInBKK

#Yugyeom @yugyeom 
#갓세븐 #GOT7 @GOT7 https://t.co/mpfNqW44tG",/YUGYEOM1stLiveInBKK_D2/YUGYEOM1stLiveInBKK/Yugyeom/갓세븐/GOT7,0,0,0,0,0,0,1
410,ความสารถในการติ่งคืออดนอนไปติ่งได้ข้ามวันข้ามคืน กลับบ้านมาสลบเหมือนตาย,,0,0,0,0,0,0,1
411,ตายๆๆ #YUGYEOM1stLiveInBKK #YUGYEOM1stLiveinBKK_D2 #Yugyeom #유겸 @yugyeom #GOT7 #AOMG @GOT7 https://t.co/XoGWWVne9i,/YUGYEOM1stLiveInBKK/YUGYEOM1stLiveinBKK_D2/Yugyeom/유겸/GOT7/AOMG,0,0,0,0,0,0,1
412,@EwenMheeSAN ขอบคุนคั้บ ผม ตายตาปิดได้แล้ว,,0,0,0,0,0,0,1
413,ออฟฟิศซินโดรมถามหา กุผู้ไม่เคยมีปัญหาการนั่งนานปวดหลังมาก่อนอย่างมากก้อแค่เมื่อยๆ ออกกำลังกายบิดซ้ายขวาก้อหาย แต่อันนี้ปวดช่วงเอวตรงหลังมากๆ จะตาย,,0,0,0,0,0,0,1
414,ตายๆๆๆๆ ไม่อยู่ละ https://t.co/QjzzIcHXuG,,0,0,0,0,0,0,1
415,เด็กแล้วไง เกิดก่อนก็ตายไปก่อนดิ อีแก่!!!! กูโกด🫵🏻🫵🏻🫵🏻🫵🏻🫵🏻,,0,0,0,0,0,0,1
416,จางกังคือสร้างเรื่อง หนีหายไป กลับมา แล้วก็ตาย แต่คนที่ใช้ชีวิตหลังนางสร้างเรื่องคือน่าสงสารมาก,,0,0,0,0,0,0,1
417,ครูแนทแบบ ตายได่เลย,,0,0,0,0,0,0,1
418,ให้พี่โปยิ้มๆดุ๊กดิ๊กแหละดีแล้ว ขืนนิ่งๆขรึมๆให้กุตายบ่อยๆไม่ได้,,0,0,0,0,0,0,1
419,คะ?มี necterด้วยตายๆอยากเกินญี่ปุ่น,,0,0,0,0,0,0,1
420,ช่วยด้วย อากาศเปลี่ยนแปลงบ่อยผมจะตายแล้วคร้าบ,,0,0,0,0,0,0,1
421,*ตาย* https://t.co/DPqjpOpZNu,,0,0,0,0,0,0,1
422,"เป็นตายค่ะ 🔥🔥🔥🔥 #YUGYEOM 
#YUGYEOM1stLiveInBKK_D2
#YUGYEOM1stLiveInBKK

Cr. ในคลิปนะคะ 🙏🐥💚 https://t.co/RpnbsmJP9K",/YUGYEOM/YUGYEOM1stLiveInBKK_D2/YUGYEOM1stLiveInBKK,0,0,0,0,0,0,1
423,3) อาฉี่ อาเฟยรีบเข้ามารายงานพี่ว่า นายน้อย มีผู้คนอยู่ที่นี่จริงๆ แต่พวกเขาตายหมดแล้ว พี่รีบเข้าไปดูน้องตามพี่ไปทันที ระหว่างทางเข้ามีศพคนถูกฆ่าตายเยอะมาก กลิ่นเลือดก็รุนแรง น้องหน้าซีดพูดอย่างตกใจว่า ทำไมลั่วจี้ทงถึง พี่หันไปมองน้องก็ดึงน้องมายืนหลังตัวเอง ละบอกไม่ให้น้องเข้าไป https://t.co/ZoqQx5e9Ju,,0,0,0,0,0,0,1
424,"@NAYesIam คนกินตาย คนคายรอด   

🤣",,0,0,0,0,0,0,1
425,@dongpanggi ใช่ชั้นเซฟน้องเลยต้องอยู่ในกรง นู้ว่ามันอึดอัดน้องแต่เอาดีๆส่วนใหญ่เขาก็ไม่ได้เลี้ยงพื้นที่กว้างนักหรอก ไม่ใช่แมวไทย ถ้าชั้นปล่อนแล้วน้องตายน่าสงสารกว่าอีก ;-; คนไม่เลี้ยงก็ไม่เข้าใจหรอก,,0,0,0,0,0,0,1
426,พี่ไอซ์ไปตกเขาตายได้ไงอ่ะ ชั้นงงมาก เสียดายยย,,0,0,0,0,0,0,1
427,เราไม่ไหวจริงๆค่ะ เราตายได้เลยกับเต่นเพลงนี้ https://t.co/y5vburyjs3,,0,0,0,0,0,0,1
428,@JensooJj4 อย่ารีบตาย มึงฟื้นขึ้นมา,,0,0,0,0,0,0,1
429,"ว่าเมื่อวานตายแล้ว วันนี้ตายซ้อน ป่ะ ตายอีกรอบบ ยูคไม่อ่อนโยนเลยย 😳😳😳

#YUGYEOM1stLiveInBKK_D2 
#YUGYEOM1stLiveInBKK

#YUGYEOM #유겸 @yugyeom
#GOT7 #갓세븐 @GOT https://t.co/8OuqVr1lhR",/YUGYEOM1stLiveInBKK_D2/YUGYEOM1stLiveInBKK/YUGYEOM/유겸/GOT7/갓세븐,0,0,0,0,0,0,1
430,ช็อตแจฮยอนกับพี่เย่ คืออ ตาย,,0,0,0,0,0,0,1
431,ตายๆๆ ตอนนี้ตาลายกับคำว่าโอบเอว คือ คือแกรู้ใช่ป้ะว่าเราเป็นสาววายอ่ะ เฮ้วววววว 🫠🫠🫠,,0,0,0,0,0,0,1
432,ตายยแล้ววววววววววว ฮืออ ถ่ายทันด้วย จะตายแล้ว 😭😭😭😭🥺🔥🥰🥰😍😍  #YUGYEOM1stLiveInBKK_D2 https://t.co/JWTozRZBky,/YUGYEOM1stLiveInBKK_D2,0,0,0,0,0,0,1
433,"ตายอีกเเล้วกรูตายกองกับพื้นอีกเเล้ว
#YUGYEOM1stLiveInBKK_D2 https://t.co/gn7RiRO9Pm",/YUGYEOM1stLiveInBKK_D2,0,0,0,0,0,0,1
434,ไว้นึกถึง ตอนฉันตาย,,0,0,0,0,0,0,1
435,ก็กางเกงยาวๆ คนเดียวไปเลยสิ ความฮ็อตของเค้าอ่ะนะ มัมหมีปลอมตายเรียบ https://t.co/xeH6LesVZx,,0,0,0,0,0,0,1
436,"ตายซ้ำแล้วซ้ำเล่า ไม่เป็นแล้วทีมแม่ 🤣

#YUGYEOM1stLiveInBKK_D2
#YUGYEOM1stLiveInBKK 
#YUGYEOM https://t.co/Mu0Fw44DAA",/YUGYEOM1stLiveInBKK_D2/YUGYEOM1stLiveInBKK/YUGYEOM,0,0,0,0,0,0,1
437,ตายๆไปให้หมดเลยไปพวกเหี้ยแม่ง,,1,0,0,0,0,0,0
438,เศร้าว่ะ คิดตลอดว่าเกะโทยังอยู่ในร่างแหละ แต่เกเกะบอกว่าเกะโทตายแล้ว ปฏิกิริยาทั้งหมดคือการรีเฟลกซ์แล้วมันต่างจากโทจิที่เรียกวิญญาณกลับมา เพราะอันนี้คือการสิงสู่ศพ แต่แบบ ทุกปฏิกิริยาที่เขามีเวลาโกะโจมองหรือเรียกชื่อ ทั้งบีบคอตัวเอง มือกระตุก มันแบบ ฮือ บันทึกน้ำตาหมื่นลิตร อีดอก,,0,0,0,0,0,0,1
439,"วิ้งคึไป1ที มัมหมีตายเกลื่อนแล้ววว

@milephakphum @Nnattawin1
#KISFARGERxMileApo
#Nnattawin #MilePhakphum https://t.co/tBrbd1WhUb",/KISFARGERxMileApo/Nnattawin/MilePhakphum,0,0,0,0,0,0,1
440,โหจุนกยูน่ารักทุกวี่ทุกวัน รักจุนกยูอะ กุตายๆๆๆๆๆๆๆไไไ,,0,0,0,0,0,0,1
441,"ใครซื้อให้ชุดนี้รักตายเลยอ่ะ💖👗

# หาคนเป​ย์ https://t.co/bPXQ3yV959",,0,0,0,0,0,0,1
442,"โอ๊ยยย ลูกชั้นนน. ปากหวาาาน...
ปากหวานแบบนี้  ตายเลยค่าา
เจ้ายูค ลู๊กก.. รักอยู่แล้วก็หลงรักเข้าไปอี๊กกกก 😂😂
#YUGYEOM1stLiveInBKK_D2 https://t.co/hI7AL7jqYb",/YUGYEOM1stLiveInBKK_D2,0,0,0,0,0,0,1
443,@kdmylee แอคนั้นและแอคโน้นตาย เพราะงั้นเรามาบนกันดีกว่าค่ะ,,0,0,0,0,0,0,1
444,"ตายรอบที่ล้านนนนน
#YUGYEOM1stLiveInBKK_D2
#YUGYEOM1stLiveInBKK 
#Yugyeom #유겸 
@yugyeom
 #GOT7 #갓세븐
https://t.co/aKixLaeHgC",/YUGYEOM1stLiveInBKK_D2/YUGYEOM1stLiveInBKK/Yugyeom/유겸/GOT7/갓세븐,0,0,0,0,0,0,1
445,ต่อให้ตอนจบเค้าไม่คู่กัน หรือตายหรือเหี้ยไรทั้งนั้นก็ขอให้เค้าเล่นคู่กันเถอะ😭😭😭,,0,0,0,0,0,0,1
446,แต่กับบางคนอะ ก็ประหยัดเกิ๊น บางอย่างควรใช้ก็ใช้เถอะ นี่เจอญาติแบบเงินเยอะกว่าบ้านเรา แต่มาถามบ้านเรามีไรกินเกือบทุกวันก็ไม่ไหว ยายเราก็พูดคำนี้แหละ ตายไปก็เอาไปไม่ได้ อยากกินไรก็ซื้อกินสิ,,0,0,0,0,0,0,1
447,ชนบิกแบงชนแบลคพิง น้องก็ไม่ตาย สุดๆ,,0,0,0,0,0,0,1
448,มาทั้งแอดโบ้ เดอะบอย สีไอเอ้ก ไอ้บึ ตายคือหมา,,0,0,0,0,0,0,1
449,มักให้ตายกะเป็นได้ส่ำนั้นล่ะ วาสนาบ่ได้ให้เกิดมาคู่กัน.,,0,0,0,0,0,0,1
450,@kiiloegyeom ตายๆๆๆๆ,,0,0,0,0,0,0,1
451,@dunknatachai คุณควรรู้ว่าความหล่อฆ่าคนตายได้เพราะฉะนั้นไว้ชีวิตฉันด้วย,,0,0,0,0,0,0,1
452,นอนน้อยแทบตาย อยู่ในงานคือสดใสอนจเกินร้อยเปอร์ พอเสร็จจากงานเท่านั้นแหละ ปวดหัวจะเป็นจะตาย จะอ้วกแตกบ้างล่ะ ไทลินอลต้องเข้า ยาดมต้องเข้า งงเหมือนกันเด้อ https://t.co/dz6LBCYnfC,,0,0,0,0,0,0,1
453,หุ่นสวยมากๆๆๆๆๆๆๆ น้องจีมินㅠㅠㅠㅠㅠㅠ หม่าม้าตายเรียบ https://t.co/6vklmz1V3j,,0,0,0,0,0,0,1
454,ถ้าถึงวันที่แจฮยอนถอดเสื้อกุไม่อยู่ละนะ กัดลิ้นตายเลย,,0,0,0,0,0,0,1
455,ใครไม่ตาย ชั้นตายค่ะ ฮือๆๆๆๆๆ  พี่ดังจะฆ่าชั้นด้วยความหล่อของเค้าแล้วค่าาาาา 😭😭😭😭😭😭😭😭😭❤️❤️❤️❤️❤️❤️❤️❤️❤️ #dunknatachai @dunknatachai https://t.co/2NJr7qTrAT,/dunknatachai,0,0,0,0,0,0,1
456,@ErngOeiMeyou ตายแน่ๆ อิมแพคจุคนไม่ไหวหรอก,,0,0,0,0,0,0,1
457,จะบ้าตายรายวัน,,0,0,0,0,0,0,1
458,ตายๆๆๆ พ่ายแพ้ให้กับแมวญี่ปุ่น  https://t.co/dgh6yB9ODe,,0,0,0,0,0,0,1
459,รู้ว่าใส่แว่นแล้วคนตายเยอะพี่เขาไม่หยุดเลย เฮ้ว https://t.co/ubbIf8T206,,0,0,0,0,0,0,1
460,หล่อ+หล่อ = กูตาย https://t.co/vxLqsNukQb,,0,0,0,0,0,0,1
461,ผมตายตรงนี้เลย https://t.co/nX6wLExkaW,,0,0,0,0,0,0,1
462,ไซเฟ่อหล่อมากกุอยากตาย,,0,0,0,0,0,0,1
463,ตายละ ชปนิ่งไว้ๆอย่ามีพิรุธ,,0,0,0,0,0,0,1
464,อยากกัดลิ้นตาย พี่แทยงเหมือนแกล้งกุอะ ㅜㅜ,,0,0,0,0,0,0,1
465,พวกชิปเปอทะเลาะกันเองทำไม ถ้าเขาหนีไปมีผัวมีเมียนอกวงการไม่อกแตกตายเอาหรอ อาชีพเดียวกันแท้ๆ,,0,0,0,0,0,0,1
466,@MewsuppasitTH @MSuppasit ตายๆๆๆๆๆๆ เฮือก,,0,0,0,0,0,0,1
467,ใกล้แบบตายได้เลย ลูกน่ารักชห 🥰,,0,0,0,0,0,0,1
468,โครงหน้าอาโปสวยมาก ชัดไปหมดทุกส่วน มุมไหนก็ฆ่าไม่ตาย แล้วเป็นคนกล้าโพสอ่ะ หล่อมาก กล้องรักไปอีก อยากมีโอกาสได้ลั่นชัตเตอร์โปค่ะ,,0,0,0,0,0,0,1
469,@Minkookearn4 เต้นที จะตายแล้วค่าทางนี้55555,,0,0,0,0,0,0,1
470,ชีวิตหลังความตายเป้นงี้นี้เอง,,0,0,0,0,0,0,1
471,นับวันยิ่งแรงขึ้นทุกวัน กูจะตาย,,0,0,0,0,0,0,1
472,ก็เลยตายไปเฉยๆเนาะ,,0,0,0,0,0,0,1
473,"ตายไปแล้ว แต่ฟื้นมาหวีดต่อ😍
#YUGYEOM1stLiveInBKK_D2 https://t.co/zvLxylJ2Z5",/YUGYEOM1stLiveInBKK_D2,0,0,0,0,0,0,1
474,เวลาคือความเป็นความตาย 4 นาทีของการขาดอากาศหายใจทำให้สมองขาดออกซิเจนจนเซลล์สมองตาย เครื่องบินปกติบินด้วยความเร็ว 850กิโลเมตรต่อชั่วโมงหรือประมาณ236เมตรต่อวินาที แต่กระสุนปืนของM16มีความเร็ว840เมตรต่อวินาที หมายถึงแค่เสี้ยววินาทีที่มึงช้า คือโอกาสที่มึงจะตาย https://t.co/MmsuQCiMzS,,0,0,0,0,0,0,1
475,ตายดีกว่า https://t.co/sy7BQ9TQBB,,0,0,0,0,0,0,1
476,@4GXNAKENT เห็นนมสู้ตาย,,0,0,0,0,0,0,1
477,ฮือออ กล้องสื่อถ่ายมาก็หล่อมากกกก ตายแล้วใจเหลวว,,0,0,0,0,0,0,1
478,@rjtenlee อยากเห็นคนตาย,,0,0,0,0,0,0,1
479,"ขายบัตร #MILLIONBOYS
- รอบวันอาทิตย์ 9 ตุลาคม 65
- ราคาบัตร 4000 บาท ขาย *3000* บาท
- โซน B3 ที่นั่ง BJ40 (ริมเวทีทางเดินกลาง)

ขายเพราะติดเรียน ลา ขาด ตายไม่ได้เลย จำใจต้องขายจริงๆ ร้องไห้ไปหลายรอบล่ะ 😭😭

ติดต่อเราทาง dm ได้เลยค่ะ 
#MILLIONBOYSCONCERT
#OhmFluke #โอห์มฟลุ้ค https://t.co/rn3KM3kSuN",/MILLIONBOYS/MILLIONBOYSCONCERT/OhmFluke/โอห์มฟลุ้ค,0,0,0,0,0,0,1
480,กูตายละ พี่มายหล่อหรอ เหอะปวดหลังปวดเข่า,,0,0,0,0,0,0,1
481,น้องตัวเลขกับนุแตงในชุดออริจินอลแบบเอมวีคือ mpv สุดๆ ฆ่าไม่ตาย 🥺❤️‍🔥,,0,0,0,0,0,0,1
482,น่าเบื่อชะมัด ให้ตาย,,0,0,0,0,0,0,1
483,ตาย,,0,0,0,0,0,0,1
484,@theejubex ผมตายตาหลับละ,,0,0,0,0,0,0,1
485,เอาล่ะกูตาย,,0,0,0,0,0,0,1
486,ตายได้เลยนะ แต่ยังก่อนใจสู้ #YUGYEOM1stLiveInBKK_D2 https://t.co/RLEhGZSxrx,/YUGYEOM1stLiveInBKK_D2,0,0,0,0,0,0,1
487,คิดถึงตอนเรียนมวย สภาพปางตายเดินขาสั่นแม่หัวเราะเดินตามข้างหลัง ประสบการณ์ดีดีในชีวิต,,0,0,0,0,0,0,1
488,"ความเจ้าชู้ตายจากใจพี่ไปแล้ว ตายแล้วฟื้นอะ🤣🤣🤣🤣""ต้าวรอยยิ้ม"" ได้เน้อ🥰
Kem Hussawee
Hussawee So Cute
#เข้มหัสวีร์ 
@Hussaweee https://t.co/cSwzO9vLgj",/เข้มหัสวีร์,0,0,0,0,0,0,1
489,ตายตาหลับ  https://t.co/n6Y9zy1x1W,,0,0,0,0,0,0,1
490,แจฮยอนสุดจริง ฮอตมาก ฮอตโดยออนเนอร์ แล้วกระดุมทำงานไม่ครบทุกเม็ดอีก ตัวพ่อไม่ไหวแล้วอะ ชั้นตายได้เลยจริง อยู่ไม่ไหวววว🫠🫠 https://t.co/AwXFRmCgto,,0,0,0,0,0,0,1
491,ตายดีกว่า น่ารักสุดๆ https://t.co/716UK05YZE,,0,0,0,0,0,0,1
492,ขอบคุณที่ยังไม่จมกองงานตาย,,0,0,0,0,0,0,1
493,อยากตายขึ้นทุกวัน,,0,0,0,0,0,0,1
494,"ฉันจะตายเพราะความน่ารักเฌอปราง​
หรือตายเพราะการประมูลที่ดุเดือดมากดี​

#CherprangBNK48
#ChaACap
#BNK48CGM48Matsuri2022 https://t.co/vkk6N78dDx",/CherprangBNK48/ChaACap/BNK48CGM48Matsuri2022,0,0,0,0,0,0,1
495,น้องที่รู้จักกินแต่ขนมขบเคี้ยว ข้าวเซเว่น ฟาสต์ฟู้ด ตายตั้งแต่อายุ 15 เพราะติดเชื้อในกระแสเลือด แบบเข้ารพ.วันเดียวตาย,,0,0,0,0,0,0,1
496,"ฉันจะตายคาจอ โอ๊ยยย 😳😳😳
#YUGYEOM1stLiveInBKK
#YUGYEOM1stLiveInBKK_D2 
#YUGYEOM https://t.co/EZKmD9P8xx",/YUGYEOM1stLiveInBKK/YUGYEOM1stLiveInBKK_D2/YUGYEOM,0,0,0,0,0,0,1
497,"""พึงทำความเพียรเสียในวันนี้แหละ ใครเล่าจะรู้ความตายในวันพรุ่ง เพราะว่าความผลัดเพี้ยนกับมัจจุราชผู้มีเสนาใหญ่นั้น ย่อมไม่มีแก่เราทั้งหลาย""",,0,0,0,0,0,0,1
498,ตัวสำรองมีฝีมือที่สามารถเทียบเคียงและใกล้กับตัวจริง เพื่อที่จะสามารถเปลี่ยนตัวกันได้ ไม่ใช่ห่างกันแบบนี้ ตัวจริงคือเหนื่อยแทบตาย ตัวสำรองทำได้แค่เต้นข้างสนาม #วอลเลย์บอลหญิง,/วอลเลย์บอลหญิง,0,0,0,0,0,0,1
499,เป็นรูปก็ว่าไม่ไหวแล้วนะ มาเป็นคลิปกุตายดีกว่า https://t.co/9AnSlJwOoH,,0,0,0,0,0,0,1
0,"ความยอดเยี่ยมของบ็อบบีที่ยิง 💯 ประตูให้กับทีมลิเวอร์พูล 👏

 https://t.co/QqaHK7aF55",,0,0,0,0,0,0,1
1,ขอแปะไว้ 1 ได้ลองยิงจริงๆครั้งแรก เอ้อ ชอบ🥹 #TheAdventurePlusEP6 https://t.co/Eynh5eVVBx,/TheAdventurePlusEP6,0,0,0,0,0,0,1
2,"เช็กอันตรายจากโรคตากุ้งยิง 

ตากุ้งยิง คืออาการอักเสบของต่อมไขมันที่เกิดบริเวณเปลือกตา มักจะมีอาการปวด บวม ร่วมกับอาการตาแดง หรือ น้ำตาไหล โดยปกติอาการจะหายได้เองภายใน 2 – 4 สัปดาห์  ตากุ้งยิงอันตรายหรือไม่ มาเช็กกัน #คนสู้โรค #ThaiPBS 

คลิกเลย &gt;&gt; https://t.co/Stvn3y6UOK",/คนสู้โรค/ThaiPBS,0,0,0,0,0,0,1
3,@yeongwon_JNP_ มาเถอะเดี๋ยวยิงกลับ,,0,0,0,1,0,0,0
4,"𝗉𝗋𝗂𝖼𝖾 : 400 𝖻𝖺𝗁𝗍 🗻 

⊹ ยิงแอคได้ เปลี่ยนได้ทุกอย่าง
⊹ ฟอลไทยผสมคุณภาพ
⊹ ไม่เคยมีปัญหา แอคสะอาด
⊹ เล่นบอท / ส่วนตัว / เปิดร้าน

( รับประกันตลอดการใช้งาน ) 📌

#ขายแอคไอจี #ขายไอจี #ขายไอจีราคาถูก
#ขายแอค #ขายแอคทวิต #ขายแอคไอจีบอท https://t.co/gR1euKbVFG",/ขายแอคไอจี/ขายไอจี/ขายไอจีราคาถูก/ขายแอค/ขายแอคทวิต/ขายแอคไอจีบอท,0,0,0,0,0,0,1
5,"𝗉𝗋𝗂𝖼𝖾 : 400 𝖻𝖺𝗁𝗍 🗻 

⊹ ยิงแอคได้ เปลี่ยนได้ทุกอย่าง
⊹ ฟอลไทยผสมคุณภาพ
⊹ ไม่เคยมีปัญหา แอคสะอาด
⊹ เล่นบอท / ส่วนตัว / เปิดร้าน

( รับประกันตลอดการใช้งาน ) 📌

#ขายแอคไอจี #ขายไอจี #ขายไอจีราคาถูก
#ขายแอค #ขายแอคทวิต #ขายแอคไอจีบอท https://t.co/Xqjgb5MVdH",/ขายแอคไอจี/ขายไอจี/ขายไอจีราคาถูก/ขายแอค/ขายแอคทวิต/ขายแอคไอจีบอท,0,0,0,0,0,0,1
6,@mnqmns ยิงตอบมชกุหน่อยสักทวิต,,0,0,0,0,0,0,1
7,"@tigeryellowlive @Sulovebossss ถ้าพูดกันตรงๆ ทักษิณเป็นเผด็จการรัฐสภา กับประยุทธ์เป็นเผด็จการทหาร แล้วอะไรมันจะวัดได้ว่าดีกว่ากัน สมมติมันไม่ได้ดีแบบที่หวังไว้ละ เกิดมันแปลงร่างเป็นทรราชย์ขึ้นมา
ถ้ามาจากระบบรัฐสภา ยังพอไล่ลงไปด้วยด้วยปลายปากกาประชาชน
แต่ถ้ามาจากปลายกระบอกปืน ใครจะกล้าไล่ มันก็ยิงตายห่าแค่นั้น",,0,0,0,0,0,0,1
8,"ถ้าพูดกันตรงๆ ทักษิณเป็นเผด็จการรัฐสภา กับประยุทธ์เป็นเผด็จการทหาร แล้วอะไรมันจะวัดได้ว่าดีกว่ากัน
ถ้ามาจากระบบรัฐสภา ยังพอไล่ลงไปด้วยด้วยปลายปากกาประชาชน
แต่ถ้ามาจากปลายกระบอกปืน ใครจะกล้าไล่ มันก็ยิงตายห่าแค่นั้น https://t.co/vtvZLuoOnk",,0,0,0,0,0,0,1
9,"💰สมาชิกใหม่รับ โบนัส 50 %
💰ทุกยอดฝากรับโบนัส 10%  
💰cashback 10%
💰ฝาก 30 รับ 100

💥 สล็อต ยิงปลา บาคาร่า หวย บอล ครบที่เดียว 💥
👉🏻 รับโบนัสฟรีง่ายๆ &gt;&gt; https://t.co/zXW5Bo6fqX https://t.co/O7kkOfDLf3",,0,0,0,0,0,0,1
10,@MJ_JNP ยิงคนเหงา,,0,0,0,0,0,0,1
11,"💰สมาชิกใหม่รับ โบนัส 50 %
💰ทุกยอดฝากรับโบนัส 10%  
💰cashback 10%
💰ฝาก 30 รับ 100

💥 สล็อต ยิงปลา บาคาร่า หวย บอล ครบที่เดียว 💥
👉🏻 รับโบนัสฟรีง่ายๆ &gt;&gt; https://t.co/zXW5Bo6fqX https://t.co/HRB6UlXtus",,0,0,0,0,0,0,1
12,"พายเรือก็เก่ง​ ยิงปืนก็ได้​ ร้องเพลงก็เพราะ​ เล่นกีต้าก็เป็น
มีอะไรอีกมั๊ยที่เรายังไม่รู้ว่าน้อนจ็อบทำได้​ #jobbiijob
ทำ​ check list ไปถามดีมั๊ย​ 😁😁
Cr.​ IG​ story: artpawat68​ 🙏 https://t.co/N2GjzRUpbq",/jobbiijob,0,0,0,0,0,0,1
13,"💰สมาชิกใหม่รับ โบนัส 50 %
💰ทุกยอดฝากรับโบนัส 10%  
💰cashback 10%
💰ฝาก 30 รับ 100

💥 สล็อต ยิงปลา บาคาร่า หวย บอล ครบที่เดียว 💥
👉🏻 รับโบนัสฟรีง่ายๆ &gt;&gt; https://t.co/zXW5Bo6fqX https://t.co/fHv0P1i6oP",,0,0,0,0,0,0,1
14,"💰สมาชิกใหม่รับ โบนัส 50 %
💰ทุกยอดฝากรับโบนัส 10%  
💰cashback 10%
💰ฝาก 30 รับ 100

💥 สล็อต ยิงปลา บาคาร่า หวย บอล ครบที่เดียว 💥
👉🏻 รับโบนัสฟรีง่ายๆ &gt;&gt; https://t.co/zXW5Bo6fqX https://t.co/AcOnKg0wn0",,0,0,0,0,0,0,1
15,@diasaone_A ที่ให้เล่นแทร็กเดียวไม่ใช่ให้ยิงแทร็กเดียวโดดๆมันต้องใส่คำพูดเข้าไปด้วย,,0,0,0,0,0,0,1
16,@ohmpawatt ยิงธนูเก่ง อยากได้ใจใคร,,0,0,0,0,0,0,1
17,กำลังหวีดแบบเขินทุบโต๊ะ ซีนก็ตัดไปหาพวกคนใจแคบ ยิงกระบองมาทุบตี😭,,0,0,0,0,0,0,1
18,@xxiaojai เสี่ยวใจยิงแอคตัวเองทิ้งไปยัง,,0,0,0,0,0,0,1
19,@ohmpawatt ทันค้าบบบ ท่ายิงเท่ไปเลยยยยย55555 https://t.co/Hjuf0jtdgH,,0,0,0,0,0,0,1
